name,description,price,thumb,images,slug,sku,sizes,prices
Dunes 3,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",864,https://bucket.zammit.shop/active-storage/mxu2of9nc2ftqnz5t8350hnydcy0,https://bucket.zammit.shop/active-storage/mxu2of9nc2ftqnz5t8350hnydcy0|https://bucket.zammit.shop/active-storage/wyvb5n36g8n3r5o608zzizvcqly3,Dunes-3,,90 * 60 Cm|0.7 * 1.5 Cm|1 * 1.5 M|1.5 * 2 M|1.7 * 2.6 M|2 * 2.5 M|2 * 3 M|3 * 4 M,864|1575|2100|4200|6188|7000|8400|16800
Boho Fiction Kilim Rug 1,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s5"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",864,https://bucket.zammit.shop/active-storage/dggdxx0zvuur3esubbkycgpuezus,https://bucket.zammit.shop/active-storage/dggdxx0zvuur3esubbkycgpuezus|https://bucket.zammit.shop/active-storage/i7msggx8lg741d2xg084ao9onewr|https://bucket.zammit.shop/active-storage/sl30t5cwsve3321xrlzh8iyn6yvf,Boho-Fiction-Kilim-Rug-1,,90 * 60 Cm|0.7 * 1.5 Cm|1 * 1.5 M|1.5 * 2 M|1.7 * 2.6 M|2 * 2.5 M|2 * 3 M|3 * 4 M,864|1575|2250|4500|6630|7500|9000|18000
Western Desert Bath Mat,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s6"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",932,https://bucket.zammit.shop/active-storage/z2j0z55bu9xdzr7skjm1hi478xlc,https://bucket.zammit.shop/active-storage/z2j0z55bu9xdzr7skjm1hi478xlc,Western-Desert-Bath-Mat,,90 * 60 Cm|140 * 50 Cm|100 * 80 Cm|130 * 100 Cm,932|1190|1360|2210
Sun Steps 1 ,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s7"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",864,https://bucket.zammit.shop/active-storage/b6cw8fkn2p4q036ciqqhopwylqdy,https://bucket.zammit.shop/active-storage/b6cw8fkn2p4q036ciqqhopwylqdy|https://bucket.zammit.shop/active-storage/uba1f5idq5v7mhi623p3r6tyz2k9,Sun-Steps-1-,,90 * 60 Cm|0.7 * 1.5 Cm|1 * 1.5 M|1.5 * 2 M|1.7 * 2.6 M|2 * 3 M|3 * 4 M,864|1575|2100|4200|6188|8400|16800
Shaggy Biege Kilim Rug 1,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s8"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",1920,https://bucket.zammit.shop/active-storage/p4g8c52vdw90656q2xvlnt7n77ur,https://bucket.zammit.shop/active-storage/p4g8c52vdw90656q2xvlnt7n77ur,Shaggy-Biege-Kilim-Rug-1,,200 * 80 Cm|300 * 80 Cm|400 * 80 Cm|500 * 80 Cm|600 * 80 Cm,1920|3120|4160|5200|6240
Shaggy Biege Kilim Hallway,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s9"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",1920,https://bucket.zammit.shop/active-storage/oejmelkmvirrsgbhbc275pvbh7t3,https://bucket.zammit.shop/active-storage/oejmelkmvirrsgbhbc275pvbh7t3,Shaggy-Biege-Kilim-Hallway,,80 * 200 Cm|80 * 300 Cm|80 * 400 Cm|80 * 500 Cm|80 * 600 Cm,1920|2880|3840|4800|5760
Temple Bricks Bath Mat,"<div>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">MATERIAL</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">100% Wool, hand-woven on a wool base.&nbsp;</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">All of Kilim Masr’s products are handcrafted, making each product unique. Slight variations and imperfections are embraced.&nbsp;</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">CARE</span></p>
<ul class=""ul1"" style="""">
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Dry clean recommended or hand wash cold with non-bleach detergent.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">For stains, scrub with gel detergent &amp; leave to air dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Do not use bleach, stain remover, or tumble dry.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Products are for indoor use, do not expose to direct sunlight.</span>
</li>
<li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">5-year guarantee on color fastness.</span>
</li>
</ul>
<p class=""p2"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">&nbsp;&nbsp;</span><span class=""s2"" style=""font-family:UICTFontTextStyleEmphasizedBody;font-weight:bold;"">SHIPPING</span></p>
<ul class=""ul1"" style=""""><li class=""li2"" style=""margin:0px;font-size:17px;line-height:normal;"">
<span class=""s3"" style=""font-family:Menlo-Regular;font-size:12px;""></span><span class=""s4"" style=""font-family:UICTFontTextStyleBody;"">Delivery within 2-3 weeks</span>
</li></ul>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s4"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
<p class=""p3"" style=""margin-bottom:0px;font-size:17px;line-height:normal;""><span class=""s10"" style=""font-family:UICTFontTextStyleBody;""></span><br></p>
</div>",932,https://bucket.zammit.shop/active-storage/il31etpchafxhdlwjui6pb0d6km0,https://bucket.zammit.shop/active-storage/il31etpchafxhdlwjui6pb0d6km0|https://bucket.zammit.shop/active-storage/yjil3bn0x5b6nq66up5javphkkeo,Temple-Bricks-Bath-Mat,,90 * 60 Cm|140 * 50 Cm|100 * 80 Cm|130 * 100 Cm,932|1190|1360|2210
